category_id,language_id,name,description,meta_title,meta_description,meta_keyword,custom_title
383,1,Combination Sales,"&lt;center&gt;&lt;h1 style=&quot;font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; color: rgb(0, 0, 0);&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Real Estate&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; color: rgb(0, 0, 0);&quot;&gt;&lt;br&gt;&lt;/h1&gt;&lt;h1 style=&quot;font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; color: rgb(0, 0, 0);&quot;&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/review/Real%20Estate-ETSY.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;/h1&gt;&lt;/center&gt;&lt;p style=&quot;text-align: center;&quot;&gt;&lt;br&gt;&lt;/p&gt;&lt;p style=&quot;text-align: center;&quot;&gt;&lt;span style=&quot;font-weight: 700;&quot;&gt;&lt;font color=&quot;#ff9c00&quot;&gt;&lt;em style=&quot;font-family: &amp;quot;Avenir LT W01 45 Book&amp;quot;, sans-serif; font-size: 18px;&quot;&gt;&lt;span style=&quot;font-size: 24px;&quot;&gt;&amp;nbsp;Celebrate New Home...New Begining!&lt;/span&gt;&lt;/em&gt;&lt;/font&gt;&lt;/span&gt;&lt;/p&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;font color=&quot;#545454&quot; face=&quot;Roboto, arial, sans-serif&quot;&gt;&lt;span style=&quot;font-size: 14px;&quot;&gt;A great way to create fun marketing pics for new homeowners, renters, buyers, and sellers.&amp;nbsp; These keys and signs are focused on the Real Estate industry as tools for home or apartment marketing and sales! All can be personalized custom signs or photo props where you can add your name, hashtag or anything that can help earn trust and confidence in the buying and selling process.&lt;/span&gt;&lt;/font&gt;&lt;br&gt;&lt;/div&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;span style=&quot;color: rgb(34, 34, 34); font-family: &amp;quot;Graphik Webfont&amp;quot;, -apple-system, BlinkMacSystemFont, Roboto, &amp;quot;Droid Sans&amp;quot;, &amp;quot;Segoe UI&amp;quot;, Helvetica, Arial, sans-serif; font-size: 14px; text-align: left;&quot;&gt;&lt;br&gt;&lt;/span&gt;&lt;font color=&quot;#4b494c&quot; style=&quot;font-family: arial, helvetica, sans-serif; font-size: small; text-align: start;&quot;&gt;Best of all Personalization is&amp;nbsp;&lt;/font&gt;&lt;span style=&quot;font-family: arial, helvetica, sans-serif; text-align: start; font-size: 24px;&quot;&gt;&lt;font color=&quot;#ff9c00&quot;&gt;Free&lt;/font&gt;&lt;/span&gt;&lt;/div&gt;",Combination Sales,,,NULL
384,1,Foam Board Banner and Signs,"&lt;center&gt;&lt;h1 style=&quot;font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; color: rgb(0, 0, 0);&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Real Estate&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; color: rgb(0, 0, 0);&quot;&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Real Estate/banners and sings.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/h1&gt;&lt;h1 style=&quot;font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; color: rgb(0, 0, 0);&quot;&gt;&lt;/h1&gt;&lt;/center&gt;&lt;p style=&quot;text-align: center;&quot;&gt;&lt;br&gt;&lt;/p&gt;&lt;p style=&quot;text-align: center;&quot;&gt;&lt;span style=&quot;font-weight: 700;&quot;&gt;&lt;font color=&quot;#ff9c00&quot;&gt;&lt;em style=&quot;font-family: &amp;quot;Avenir LT W01 45 Book&amp;quot;, sans-serif; font-size: 18px;&quot;&gt;&lt;span style=&quot;font-size: 24px;&quot;&gt;&amp;nbsp;Celebrate New Home...New Begining!&lt;/span&gt;&lt;/em&gt;&lt;/font&gt;&lt;/span&gt;&lt;/p&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;font color=&quot;#545454&quot; face=&quot;Roboto, arial, sans-serif&quot;&gt;&lt;span style=&quot;font-size: 14px;&quot;&gt;A great way to create fun marketing pics for new homeowners, renters, buyers, and sellers.&amp;nbsp; These keys and signs are focused on the Real Estate industry as tools for home or apartment marketing and sales! All can be personalized custom signs or photo props where you can add your name, hashtag or anything that can help earn trust and confidence in the buying and selling process.&lt;/span&gt;&lt;/font&gt;&lt;br&gt;&lt;/div&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;span style=&quot;color: rgb(34, 34, 34); font-family: &amp;quot;Graphik Webfont&amp;quot;, -apple-system, BlinkMacSystemFont, Roboto, &amp;quot;Droid Sans&amp;quot;, &amp;quot;Segoe UI&amp;quot;, Helvetica, Arial, sans-serif; font-size: 14px; text-align: left;&quot;&gt;&lt;br&gt;&lt;/span&gt;&lt;font color=&quot;#4b494c&quot; style=&quot;font-family: arial, helvetica, sans-serif; font-size: small; text-align: start;&quot;&gt;Best of all Personalization is&amp;nbsp;&lt;/font&gt;&lt;span style=&quot;font-family: arial, helvetica, sans-serif; text-align: start; font-size: 24px;&quot;&gt;&lt;font color=&quot;#ff9c00&quot;&gt;Free&lt;/font&gt;&lt;/span&gt;&lt;/div&gt;",Foam Board Banner and Signs,Foam Board Banner and Signs,Foam Board Banner and Signs,NULL
387,1,Printed Poster Banner and Signs,"&lt;center&gt;&lt;h1 style=&quot;font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; color: rgb(0, 0, 0);&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Real Estate&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; color: rgb(0, 0, 0);&quot;&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Real Estate/banners and sings.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/h1&gt;&lt;p style=&quot;font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; color: rgb(0, 0, 0);&quot;&gt;&lt;br&gt;&lt;/p&gt;&lt;h1 style=&quot;font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; color: rgb(0, 0, 0);&quot;&gt;&lt;/h1&gt;&lt;/center&gt;&lt;p style=&quot;text-align: center;&quot;&gt;&lt;em style=&quot;color: rgb(255, 156, 0); font-weight: 700; font-family: &amp;quot;Avenir LT W01 45 Book&amp;quot;, sans-serif; font-size: 18px;&quot;&gt;&lt;span style=&quot;font-size: 24px;&quot;&gt;&amp;nbsp;Celebrate New Home...New Begining!&lt;/span&gt;&lt;/em&gt;&lt;br&gt;&lt;/p&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;font color=&quot;#545454&quot; face=&quot;Roboto, arial, sans-serif&quot;&gt;&lt;span style=&quot;font-size: 14px;&quot;&gt;A great way to create fun marketing pics for new homeowners, renters, buyers, and sellers.&amp;nbsp; These keys and signs are focused on the Real Estate industry as tools for home or apartment marketing and sales! All can be personalized custom signs or photo props where you can add your name, hashtag or anything that can help earn trust and confidence in the buying and selling process.&lt;/span&gt;&lt;/font&gt;&lt;br&gt;&lt;/div&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;span style=&quot;color: rgb(34, 34, 34); font-family: &amp;quot;Graphik Webfont&amp;quot;, -apple-system, BlinkMacSystemFont, Roboto, &amp;quot;Droid Sans&amp;quot;, &amp;quot;Segoe UI&amp;quot;, Helvetica, Arial, sans-serif; font-size: 14px; text-align: left;&quot;&gt;&lt;br&gt;&lt;/span&gt;&lt;font color=&quot;#4b494c&quot; style=&quot;font-family: arial, helvetica, sans-serif; font-size: small; text-align: start;&quot;&gt;Best of all Personalization is&amp;nbsp;&lt;/font&gt;&lt;span style=&quot;font-family: arial, helvetica, sans-serif; text-align: start; font-size: 24px;&quot;&gt;&lt;font color=&quot;#ff9c00&quot;&gt;Free&lt;/font&gt;&lt;/span&gt;&lt;/div&gt;",Printed Poster Banner and Signs,Printed Poster Banner and Signs,Printed Poster Banner and Signs,NULL
388,1,Real Estate Shirt,"&lt;center&gt;&lt;h1 style=&quot;font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; color: rgb(0, 0, 0);&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Real Estate&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; color: rgb(0, 0, 0);&quot;&gt;&lt;br&gt;&lt;/h1&gt;&lt;h1 style=&quot;font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; color: rgb(0, 0, 0);&quot;&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/review/Real%20Estate-ETSY.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;/h1&gt;&lt;/center&gt;&lt;p style=&quot;text-align: center;&quot;&gt;&lt;br&gt;&lt;/p&gt;&lt;p style=&quot;text-align: center;&quot;&gt;&lt;span style=&quot;font-weight: 700;&quot;&gt;&lt;font color=&quot;#ff9c00&quot;&gt;&lt;em style=&quot;font-family: &amp;quot;Avenir LT W01 45 Book&amp;quot;, sans-serif; font-size: 18px;&quot;&gt;&lt;span style=&quot;font-size: 24px;&quot;&gt;&amp;nbsp;Celebrate New Home...New Begining!&lt;/span&gt;&lt;/em&gt;&lt;/font&gt;&lt;/span&gt;&lt;/p&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;font color=&quot;#545454&quot; face=&quot;Roboto, arial, sans-serif&quot;&gt;&lt;span style=&quot;font-size: 14px;&quot;&gt;A great way to create fun marketing pics for new homeowners, renters, buyers, and sellers.&amp;nbsp; These keys and signs are focused on the Real Estate industry as tools for home or apartment marketing and sales! All can be personalized custom signs or photo props where you can add your name, hashtag or anything that can help earn trust and confidence in the buying and selling process.&lt;/span&gt;&lt;/font&gt;&lt;br&gt;&lt;/div&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;span style=&quot;color: rgb(34, 34, 34); font-family: &amp;quot;Graphik Webfont&amp;quot;, -apple-system, BlinkMacSystemFont, Roboto, &amp;quot;Droid Sans&amp;quot;, &amp;quot;Segoe UI&amp;quot;, Helvetica, Arial, sans-serif; font-size: 14px; text-align: left;&quot;&gt;&lt;br&gt;&lt;/span&gt;&lt;font color=&quot;#4b494c&quot; style=&quot;font-family: arial, helvetica, sans-serif; font-size: small; text-align: start;&quot;&gt;Best of all Personalization is&amp;nbsp;&lt;/font&gt;&lt;span style=&quot;font-family: arial, helvetica, sans-serif; text-align: start; font-size: 24px;&quot;&gt;&lt;font color=&quot;#ff9c00&quot;&gt;Free&lt;/font&gt;&lt;/span&gt;&lt;/div&gt;",Real Estate Shirt,Real Estate Shirt,Real Estate Shirt,NULL
389,1,Letters Cutouts,,Letters Cutouts,Letters Cutouts,Letters Cutouts,NULL
390,1,Letters Cutouts,,Letters Cutouts,Letters Cutouts,Letters Cutouts,NULL
391,1,Word Cutout,"&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-weight: 700; caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Word Cutout&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/word cotout.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/h1&gt;",Word Cutout,Word Cutout,Word Cutout,NULL
393,1,Wall Decor,"&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Wall Decor&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/wall decor.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/h1&gt;",Wall Decor,Wall Decor,Wall Decor,NULL
394,1,Super Bowl,"&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Super Bowl&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Special Events/super bowl.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/h1&gt;",Superbowl,Superbowl,Superbowl,NULL
395,1,Car Dealership Photo Props,,Car Dealership Photo Props,Car Dealership Photo Props,Car Dealership Photo Props,NULL
396,1,Home Improvement,,Home Improvement,Home Improvement,,NULL
397,1,Safety,"&lt;center&gt;&lt;h1&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;&lt;span style=&quot;caret-color: rgb(66, 66, 66);&quot;&gt;Safety&lt;/span&gt;&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; color: rgb(0, 0, 0);&quot;&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Basic/safety.jpg&quot; style=&quot;font-size: 13px; width: 1479px;&quot;&gt;&lt;br&gt;&lt;/h1&gt;&lt;h1 style=&quot;font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; color: rgb(0, 0, 0);&quot;&gt;&lt;/h1&gt;&lt;/center&gt;&lt;p style=&quot;text-align: center;&quot;&gt;&lt;br&gt;&lt;/p&gt;&lt;p style=&quot;text-align: center;&quot;&gt;&lt;font color=&quot;#ff9c00&quot;&gt;&lt;em style=&quot;font-family: &amp;quot;Avenir LT W01 45 Book&amp;quot;, sans-serif; font-size: 18px;&quot;&gt;&lt;span style=&quot;font-size: 24px;&quot;&gt;&lt;b&gt;&amp;nbsp;Coronavirus Safety Tips for Everyone... Safety First!&lt;/b&gt;&lt;/span&gt;&lt;/em&gt;&lt;/font&gt;&lt;/p&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;div&gt;Use Healthy Practices to Protect Yourself and your clients.&lt;/div&gt;&lt;div&gt;A great way to show customer care with a fun and creative products with reminds about how to Staying Safe and Helping Others During COVID-19. Such as Wash your hands, Keep Distance, Avoid touching your face.&amp;nbsp;&lt;/div&gt;&lt;/div&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;font color=&quot;#4b494c&quot; style=&quot;font-family: arial, helvetica, sans-serif; font-size: small; text-align: start;&quot;&gt;Best of all Personalization is&amp;nbsp;&lt;/font&gt;&lt;span style=&quot;font-family: arial, helvetica, sans-serif; text-align: start; font-size: 24px;&quot;&gt;&lt;font color=&quot;#ff9c00&quot;&gt;Free&lt;/font&gt;&lt;/span&gt;&lt;span style=&quot;color: rgb(84, 84, 84); font-family: Roboto, arial, sans-serif; font-size: 14px; text-align: left;&quot;&gt;&lt;br&gt;&lt;/span&gt;&lt;/div&gt;",Safety ,"safety, sneeze guard, coronavirus, covid-19",,NULL
398,1,Acrylic Mirror,"&lt;center&gt;&lt;h1 style=&quot;font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; color: rgb(0, 0, 0);&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Acrylic Mirror&lt;/font&gt;&lt;/h1&gt;&lt;h1&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Basic/acrylic mirrors.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;/h1&gt;&lt;h1&gt;&lt;em style=&quot;color: rgb(255, 156, 0); font-weight: 700; font-family: &amp;quot;Avenir LT W01 45 Book&amp;quot;, sans-serif; font-size: 18px;&quot;&gt;&lt;span style=&quot;font-size: 24px;&quot;&gt;&amp;nbsp;Decorate With Style with these... Awesome Mirrors!&lt;/span&gt;&lt;/em&gt;&lt;br&gt;&lt;/h1&gt;&lt;/center&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;span style=&quot;color: rgb(51, 51, 51); font-family: helvetica-neue, &amp;quot;Helvetica Neue&amp;quot;, Helvetica, Arial, sans-serif; font-size: 14px; text-align: start;&quot;&gt;Acrylic mirror is a great alternative to traditional glass mirrors. Its superior impact strength and lightweight attributes make this mirror a versatile product that can be used with confidence in many applications around the home. Its shatter-resistant properties make it the obvious choice for bath mirrors, home gyms, dressing areas, and even children's play areas.&amp;nbsp;&lt;/span&gt;&lt;br&gt;&lt;/div&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;span style=&quot;font-weight: 700; color: rgb(112, 112, 112); font-family: Khula, Helvetica, Arial, sans-serif; font-size: 16px; text-align: left; background-color: rgb(253, 253, 253);&quot;&gt;Cut-to-size products are CUSTOM and therefore NON-RETURNABLE.&lt;/span&gt;&lt;br&gt;&lt;/div&gt;",Acrylic Sheet,Acrylic Sheet,Acrylic Sheet,NULL
399,1,Safety Posters,&lt;p&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/safety posters.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/p&gt;,Safety Posters,Safety Posters,Safety Posters,NULL
402,1,Sneeze Guard,"&lt;center&gt;&lt;h1&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;SNEEZE GUARDS&lt;/font&gt;&lt;/h1&gt;&lt;h1&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/h1&gt;&lt;h1&gt;&lt;iframe frameborder=&quot;0&quot; src=&quot;//www.youtube.com/embed/aHwWHlkz8g0&quot; width=&quot;640&quot; height=&quot;360&quot; class=&quot;note-video-clip&quot;&gt;&lt;/iframe&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;box-sizing: border-box; font-size: 33px; margin: 0px 0px 9px; font-family: inherit; font-weight: 500; line-height: 1.1; color: inherit;&quot;&gt;&lt;em style=&quot;box-sizing: border-box; color: rgb(255, 156, 0); font-weight: 700; font-family: &amp;quot;Avenir LT W01 45 Book&amp;quot;, sans-serif; font-size: 18px;&quot;&gt;&lt;span style=&quot;box-sizing: border-box; font-size: 24px;&quot;&gt;&amp;nbsp;Social Distancing Done Right......Safety First!&lt;/span&gt;&lt;/em&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot; style=&quot;box-sizing: border-box;&quot;&gt;&lt;br style=&quot;box-sizing: border-box;&quot;&gt;&lt;/font&gt;&lt;/h1&gt;&lt;h1&gt;&lt;center style=&quot;font-size: 13px;&quot;&gt;&lt;/center&gt;&lt;div style=&quot;font-size: 13px;&quot;&gt;&lt;span style=&quot;color: rgb(85, 85, 85); font-family: PublicoText, Georgia, TimesNewRoman, &amp;quot;Times New Roman&amp;quot;, Times, Baskerville, serif; font-size: 14px; text-align: start; background-color: rgb(248, 248, 248);&quot;&gt;Sneeze guards are large shields made of plexiglass that create a physical barrier between people.&lt;/span&gt;&lt;/div&gt;&lt;div style=&quot;font-size: 13px;&quot;&gt;&lt;span style=&quot;color: rgb(85, 85, 85); font-family: PublicoText, Georgia, TimesNewRoman, &amp;quot;Times New Roman&amp;quot;, Times, Baskerville, serif; font-size: 14px; text-align: start; background-color: rgb(248, 248, 248);&quot;&gt;&lt;br&gt;&lt;/span&gt;&lt;br&gt;&lt;/div&gt;&lt;div style=&quot;font-size: 13px;&quot;&gt;&lt;p style=&quot;margin-top: 0em; margin-bottom: 1em; margin-left: 1em; padding: 0px; color: rgb(51, 51, 51); font-family: &amp;quot;Amazon Ember&amp;quot;, Arial, sans-serif; font-size: small;&quot;&gt;&lt;span style=&quot;font-size: 14px;&quot;&gt;This cover provides protection against viruses, bacteria, and germs.&amp;nbsp;It will be used wherever there is a need to limit contact with third parties - in shops, banks, reception desks or pharmacies.&lt;/span&gt;&lt;/p&gt;&lt;p style=&quot;margin-top: 0em; margin-bottom: 1em; margin-left: 1em; padding: 0px; color: rgb(51, 51, 51); font-family: &amp;quot;Amazon Ember&amp;quot;, Arial, sans-serif; font-size: small;&quot;&gt;&lt;span style=&quot;font-size: 14px;&quot;&gt;Easy To Use. Set on a counter or table, it protects against bacteria or any deadly Virus from spreading.&lt;/span&gt;&lt;/p&gt;&lt;/div&gt;&lt;/h1&gt;&lt;h1&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/00RealEstate/sneeze guards-1200x1200.jpg&quot; style=&quot;width: 50%;&quot;&gt;&lt;em style=&quot;color: rgb(255, 156, 0); font-weight: 700; font-family: &amp;quot;Avenir LT W01 45 Book&amp;quot;, sans-serif; font-size: 18px;&quot;&gt;&lt;span style=&quot;font-size: 24px;&quot;&gt;&lt;br&gt;&lt;/span&gt;&lt;/em&gt;&lt;/h1&gt;&lt;h1&gt;&lt;br&gt;&lt;/h1&gt;&lt;/center&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;span style=&quot;text-align: start;&quot;&gt;&lt;font face=&quot;arial, helvetica, sans-serif&quot;&gt;&lt;font style=&quot;font-size: 24px;&quot; color=&quot;#ff9c00&quot;&gt;&lt;span style=&quot;font-size: 24px;&quot;&gt;For Bulk Orders Please Contact Us&lt;/span&gt;&lt;span style=&quot;font-size: 24px;&quot;&gt;!&lt;/span&gt;&lt;/font&gt;&lt;/font&gt;&lt;/span&gt;&lt;/div&gt;",Sneeze Guard,,,NULL
403,1,Custom Sneeze Guards,,Custom Sneeze Guards,,,NULL
404,1,custom products,,custom products,,,NULL
405,1,PVC Protector,"&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-weight: 700; caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;PVC Protector&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/000Sergii/pvc protector 2.jpg&quot; style=&quot;width: 1680px;&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/h1&gt;",PVC Protector,PVC Protector,PVC Protector,NULL
406,1,HIGH-QUALITY PHOTO PAPER,&lt;p&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Basic/High-Quality Photo Paper.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/p&gt;,HIGH-QUALITY PHOTO PAPER,HIGH-QUALITY PHOTO PAPER,HIGH-QUALITY PHOTO PAPER,NULL
407,1,Acrylic Sheet,&lt;p&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/AAA/acrylic.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/p&gt;,Acrylic Sheet,Acrylic Sheet,Acrylic Sheet,NULL
408,1,Acrylic Circles,&lt;p&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/acrylic circles.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/p&gt;,Acrylic Circles,,,NULL
409,1,Graduation Invitation,,Graduation Invitation,Graduation Invitation,Graduation Invitation,NULL
410,1,Funeral,,Funeral,Funeral,Funeral,NULL
411,1,Polycarbonate ,,Polycarbonate ,Polycarbonate ,Polycarbonate ,NULL
412,1,Business Sign,,Business Sign,Business Sign,Business Sign,NULL
413,1,Time Capsule,,Time Capsule,Time Capsule,Time Capsule,NULL
414,1,Real Estate Combo Pack,&lt;p&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Real Estate/real estate combo packs.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/p&gt;,Real Estate Combo Pack,Real Estate Combo Pack,Real Estate Combo Pack,NULL
415,1,Poster,,Poster,,,NULL
416,1,Table Dividers,,Table Dividers,,,NULL
417,1,Marketing Photo Props ,,Marketing Photo Props ,Marketing Photo Props ,Marketing Photo Props ,NULL
418,1,Social Media Photobooth Frames,,Social Media Photobooth Frames,Social Media Photobooth Frames,Social Media Photobooth Frames,NULL
419,1,Square Acrylic,,Square Acrylic,Square Acrylic,Square Acrylic,NULL
